Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
PTGDR,current symbol,MGI:102966,Ptgdr,prostaglandin D receptor,protein coding gene
GPR44,old symbol,MGI:1330275,Ptgdr2,prostaglandin D2 receptor 2,protein coding gene
PTGER1,current symbol,MGI:97793,Ptger1,prostaglandin E receptor 1 (subtype EP1),protein coding gene
PTGER2,current symbol,MGI:97794,Ptger2,prostaglandin E receptor 2 (subtype EP2),protein coding gene
PTGER3,current symbol,MGI:97795,Ptger3,prostaglandin E receptor 3 (subtype EP3),protein coding gene
PTGER4,current symbol,MGI:104311,Ptger4,prostaglandin E receptor 4 (subtype EP4),protein coding gene
PTGES,current symbol,MGI:1927593,Ptges,prostaglandin E synthase,protein coding gene
PTGES,synonym,MGI:1929282,Ptges3,prostaglandin E synthase 3 (cytosolic),protein coding gene
PTGFR,current symbol,MGI:97796,Ptgfr,prostaglandin F receptor,protein coding gene
PTGFRN,current symbol,MGI:1277114,Ptgfrn,prostaglandin F2 receptor negative regulator,protein coding gene
PTGIR,current symbol,MGI:99535,Ptgir,prostaglandin I receptor (IP),protein coding gene
PTHR1,rat synonym,MGI:97799,Pth,parathyroid hormone,protein coding gene
PTHR1,old symbol,MGI:97801,Pth1r,parathyroid hormone 1 receptor,protein coding gene
PTH2R,current symbol,MGI:2180917,Pth2r,parathyroid hormone 2 receptor,protein coding gene
PTK7,current symbol,MGI:1918711,Ptk7,PTK7 protein tyrosine kinase 7,protein coding gene
PTPN1,current symbol,MGI:97805,Ptpn1,"protein tyrosine phosphatase, non-receptor type 1",protein coding gene
SYP,synonym,MGI:99511,Ptpn11,"protein tyrosine phosphatase, non-receptor type 11",protein coding gene
PTPN2,current symbol,MGI:97806,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2",protein coding gene
PTPN5,current symbol,MGI:97807,Ptpn5,"protein tyrosine phosphatase, non-receptor type 5",protein coding gene
PTPRA,current symbol,MGI:97808,Ptpra,"protein tyrosine phosphatase, receptor type, A",protein coding gene
PTPRC,current symbol,MGI:97810,Ptprc,"protein tyrosine phosphatase, receptor type, C",protein coding gene
PTPRCAP,current symbol,MGI:97811,Ptprcap,"protein tyrosine phosphatase, receptor type, C polypeptide-associated protein",protein coding gene
PTPRD,current symbol,MGI:97812,Ptprd,"protein tyrosine phosphatase, receptor type, D",protein coding gene
PTPRE,current symbol,MGI:97813,Ptpre,"protein tyrosine phosphatase, receptor type, E",protein coding gene
PTPRF,current symbol,MGI:102695,Ptprf,"protein tyrosine phosphatase, receptor type, F",protein coding gene
PTPRG,current symbol,MGI:97814,Ptprg,"protein tyrosine phosphatase, receptor type, G",protein coding gene
PTPRH,current symbol,MGI:3026877,Ptprh,"protein tyrosine phosphatase, receptor type, H",protein coding gene
PTPRJ,current symbol,MGI:104574,Ptprj,"protein tyrosine phosphatase, receptor type, J",protein coding gene
PTPRK,current symbol,MGI:103310,Ptprk,"protein tyrosine phosphatase, receptor type, K",protein coding gene
PTPRM,current symbol,MGI:102694,Ptprm,"protein tyrosine phosphatase, receptor type, M",protein coding gene
PTPRN,current symbol,MGI:102765,Ptprn,"protein tyrosine phosphatase, receptor type, N",protein coding gene
PTPRO,current symbol,MGI:1097152,Ptpro,"protein tyrosine phosphatase, receptor type, O",protein coding gene
PTPRR,current symbol,MGI:109559,Ptprr,"protein tyrosine phosphatase, receptor type, R",protein coding gene
PTPRD,rat synonym,MGI:97815,Ptprs,"protein tyrosine phosphatase, receptor type, S",protein coding gene
PTPRO,human synonym,MGI:1321151,Ptpru,"protein tyrosine phosphatase, receptor type, U",protein coding gene
PTPRZ1,current symbol,MGI:97816,Ptprz1,"protein tyrosine phosphatase, receptor type Z, polypeptide 1",protein coding gene
PVR,current symbol,MGI:107741,Pvr,poliovirus receptor,protein coding gene
PVRIG,current symbol,MGI:5596028,Pvrig,poliovirus receptor related immunoglobulin domain containing,protein coding gene
PVRIG,old symbol,MGI:3648938,Pvrig-ps,"poliovirus receptor related immunoglobulin domain containing, pseudogene",pseudogene
PRG2,human synonym,MGI:1916925,Pxdn,peroxidasin,protein coding gene
PMP22,synonym,MGI:107487,Pxmp2,peroxisomal membrane protein 2,protein coding gene
PYCARD,current symbol,MGI:1931465,Pycard,PYD and CARD domain containing,protein coding gene
PIGY,old symbol,MGI:1913709,Pyurf,Pigy upstream reading frame,protein coding gene
QPCTL,current symbol,MGI:1914619,Qpctl,glutaminyl-peptide cyclotransferase-like,protein coding gene
GPR103,old symbol,MGI:2677633,Qrfpr,pyroglutamylated RFamide peptide receptor,protein coding gene
QSOX1,current symbol,MGI:1330818,Qsox1,quiescin Q6 sulfhydryl oxidase 1,protein coding gene
QSOX2,current symbol,MGI:2387194,Qsox2,quiescin Q6 sulfhydryl oxidase 2,protein coding gene
RAET1E,rat symbol,MGI:1861032,Raet1d,retinoic acid early transcript delta,protein coding gene
RAET1E,current symbol,MGI:2675273,Raet1e,retinoic acid early transcript 1E,protein coding gene
RAMP1,current symbol,MGI:1858418,Ramp1,receptor (calcitonin) activity modifying protein 1,protein coding gene
RAMP2,current symbol,MGI:1859650,Ramp2,receptor (calcitonin) activity modifying protein 2,protein coding gene
RAMP3,current symbol,MGI:1860292,Ramp3,receptor (calcitonin) activity modifying protein 3,protein coding gene
DSC1,human synonym,MGI:1890564,Rcan1,regulator of calcineurin 1,protein coding gene
RCE1,current symbol,MGI:1336895,Rce1,Ras converting CAAX endopeptidase 1,protein coding gene
RDH10,current symbol,MGI:1924238,Rdh10,retinol dehydrogenase 10 (all-trans),protein coding gene
REEP1,current symbol,MGI:1098827,Reep1,receptor accessory protein 1,protein coding gene
REEP2,current symbol,MGI:2385070,Reep2,receptor accessory protein 2,protein coding gene
REEP3,current symbol,MGI:88930,Reep3,receptor accessory protein 3,protein coding gene
REEP4,current symbol,MGI:1919799,Reep4,receptor accessory protein 4,protein coding gene
REEP5,current symbol,MGI:1270152,Reep5,receptor accessory protein 5,protein coding gene
REEP6,current symbol,MGI:1917585,Reep6,receptor accessory protein 6,protein coding gene
RELT,current symbol,MGI:2443373,Relt,RELT tumor necrosis factor receptor,protein coding gene
RFT1,current symbol,MGI:3607791,Rft1,RFT1 homolog,protein coding gene
RGR,current symbol,MGI:1929473,Rgr,retinal G protein coupled receptor,protein coding gene
RGS9BP,current symbol,MGI:2384418,Rgs9bp,regulator of G-protein signalling 9 binding protein,protein coding gene
RGSL1,current symbol,MGI:2685048,Rgsl1,regulator of G-protein signaling like 1,protein coding gene
RHAG,current symbol,MGI:1202713,Rhag,Rhesus blood group-associated A glycoprotein,protein coding gene
RHBDD1,current symbol,MGI:1924117,Rhbdd1,rhomboid domain containing 1,protein coding gene
RHBDD2,current symbol,MGI:1915612,Rhbdd2,rhomboid domain containing 2,protein coding gene
RHBDD3,current symbol,MGI:2444684,Rhbdd3,rhomboid domain containing 3,protein coding gene
RHBDF1,current symbol,MGI:104328,Rhbdf1,rhomboid 5 homolog 1,protein coding gene
RHBDF2,current symbol,MGI:2442473,Rhbdf2,rhomboid 5 homolog 2,protein coding gene
RHBDL1,current symbol,MGI:2384891,Rhbdl1,"rhomboid, veinlet-like 1 (Drosophila)",protein coding gene
RHBDL2,current symbol,MGI:3608413,Rhbdl2,"rhomboid, veinlet-like 2 (Drosophila)",protein coding gene
RHBDL3,current symbol,MGI:2179276,Rhbdl3,"rhomboid, veinlet-like 3 (Drosophila)",protein coding gene
RHBG,current symbol,MGI:1927379,Rhbg,Rhesus blood group-associated B glycoprotein,protein coding gene
RHCG,current symbol,MGI:1888517,Rhcg,Rhesus blood group-associated C glycoprotein,protein coding gene
RHCE,human symbol,MGI:1202882,Rhd,"Rh blood group, D antigen",protein coding gene
RHO,current symbol,MGI:97914,Rho,rhodopsin,protein coding gene
RHO,human synonym,MGI:108446,Rhod,ras homolog family member D,protein coding gene
RHOT1,current symbol,MGI:1926078,Rhot1,ras homolog family member T1,protein coding gene
RHOT2,current symbol,MGI:2384892,Rhot2,ras homolog family member T2,protein coding gene
RIC3,current symbol,MGI:2443887,Ric3,RIC3 acetylcholine receptor chaperone,protein coding gene
RNASEK,current symbol,MGI:106369,Rnasek,"ribonuclease, RNase K",protein coding gene
RNF103,current symbol,MGI:109483,Rnf103,ring finger protein 103,protein coding gene
RNF112,current symbol,MGI:106611,Rnf112,ring finger protein 112,protein coding gene
RNF121,current symbol,MGI:1922462,Rnf121,ring finger protein 121,protein coding gene
RNF122,current symbol,MGI:1916117,Rnf122,ring finger protein 122,protein coding gene
RNF128,current symbol,MGI:1914139,Rnf128,ring finger protein 128,protein coding gene
RNF130,current symbol,MGI:1891717,Rnf130,ring finger protein 130,protein coding gene
RNF133,current symbol,MGI:2677436,Rnf133,ring finger protein 133,protein coding gene
RNF139,current symbol,MGI:1923091,Rnf139,ring finger protein 139,protein coding gene
RNF144B,current symbol,MGI:2384986,Rnf144b,ring finger protein 144B,protein coding gene
RNF145,current symbol,MGI:1921565,Rnf145,ring finger protein 145,protein coding gene
RNF148,current symbol,MGI:1918550,Rnf148,ring finger protein 148,protein coding gene
RNF149,current symbol,MGI:2677438,Rnf149,ring finger protein 149,protein coding gene
RNF150,current symbol,MGI:2443860,Rnf150,ring finger protein 150,protein coding gene
RNF152,current symbol,MGI:2443787,Rnf152,ring finger protein 152,protein coding gene
RNF167,current symbol,MGI:1917760,Rnf167,ring finger protein 167,protein coding gene
RNF170,current symbol,MGI:1924983,Rnf170,ring finger protein 170,protein coding gene
RNF182,current symbol,MGI:3045355,Rnf182,ring finger protein 182,protein coding gene
RNF183,current symbol,MGI:1923322,Rnf183,ring finger protein 183,protein coding gene
RNF185,current symbol,MGI:1922078,Rnf185,ring finger protein 185,protein coding gene
RNF186,current symbol,MGI:1914075,Rnf186,ring finger protein 186,protein coding gene
RNF19A,current symbol,MGI:1353623,Rnf19a,ring finger protein 19A,protein coding gene
RNF19B,current symbol,MGI:1922484,Rnf19b,ring finger protein 19B,protein coding gene
RNF217,current symbol,MGI:3610311,Rnf217,ring finger protein 217,protein coding gene
RNF26,current symbol,MGI:2388131,Rnf26,ring finger protein 26,protein coding gene
RNF43,current symbol,MGI:2442609,Rnf43,ring finger protein 43,protein coding gene
RNF5,current symbol,MGI:1860076,Rnf5,ring finger protein 5,protein coding gene
RNFT1,current symbol,MGI:1924142,Rnft1,"ring finger protein, transmembrane 1",protein coding gene
RNFT2,current symbol,MGI:2442859,Rnft2,"ring finger protein, transmembrane 2",protein coding gene
MET,human synonym,MGI:1915147,Rnmt,RNA (guanine-7-) methyltransferase,protein coding gene
ROBO2,current symbol,MGI:1890110,Robo2,roundabout guidance receptor 2,protein coding gene
ROBO3,current symbol,MGI:1343102,Robo3,roundabout guidance receptor 3,protein coding gene
ROM1,current symbol,MGI:97998,Rom1,rod outer segment membrane protein 1,protein coding gene
ROR1,current symbol,MGI:1347520,Ror1,receptor tyrosine kinase-like orphan receptor 1,protein coding gene
ROR2,current symbol,MGI:1347521,Ror2,receptor tyrosine kinase-like orphan receptor 2,protein coding gene
ROR1,human synonym,MGI:104661,Rora,RAR-related orphan receptor alpha,protein coding gene
ROS1,current symbol,MGI:97999,Ros1,Ros1 proto-oncogene,protein coding gene
RPN2,current symbol,MGI:98085,Rpn2,ribophorin II,protein coding gene
RPRM,current symbol,MGI:1915124,Rprm,"reprimo, TP53 dependent G2 arrest mediator candidate",protein coding gene
RPRML,current symbol,MGI:2144486,Rprml,reprimo-like,protein coding gene
RRH,current symbol,MGI:1097709,Rrh,retinal pigment epithelium derived rhodopsin homolog,protein coding gene
RRM2B,current symbol,MGI:2155865,Rrm2b,ribonucleotide reductase M2 B (TP53 inducible),protein coding gene
RTP1,current symbol,MGI:2685450,Rtp1,receptor transporter protein 1,protein coding gene
RTP2,current symbol,MGI:2685451,Rtp2,receptor transporter protein 2,protein coding gene
RTP3,current symbol,MGI:2446841,Rtp3,receptor transporter protein 3,protein coding gene
RXFP1,current symbol,MGI:2682211,Rxfp1,relaxin/insulin-like family peptide receptor 1,protein coding gene
RXFP2,current symbol,MGI:2153463,Rxfp2,relaxin/insulin-like family peptide receptor 2,protein coding gene
RXFP3,current symbol,MGI:2441827,Rxfp3,relaxin family peptide receptor 3,protein coding gene
RXFP4,current symbol,MGI:2182926,Rxfp4,relaxin family peptide receptor 4,protein coding gene
RYK,current symbol,MGI:101766,Ryk,receptor-like tyrosine kinase,protein coding gene
RYR1,current symbol,MGI:99659,Ryr1,"ryanodine receptor 1, skeletal muscle",protein coding gene
RYR1,"frog, western clawed symbol",MGI:99685,Ryr2,"ryanodine receptor 2, cardiac",protein coding gene
RYR3,current symbol,MGI:99684,Ryr3,ryanodine receptor 3,protein coding gene
S100A10,current symbol,MGI:1339468,S100a10,S100 calcium binding protein A10 (calpactin),protein coding gene
S1PR1,current symbol,MGI:1096355,S1pr1,sphingosine-1-phosphate receptor 1,protein coding gene
S1PR3,current symbol,MGI:1339365,S1pr3,sphingosine-1-phosphate receptor 3,protein coding gene
S1PR4,current symbol,MGI:1333809,S1pr4,sphingosine-1-phosphate receptor 4,protein coding gene
S1PR5,current symbol,MGI:2150641,S1pr5,sphingosine-1-phosphate receptor 5,protein coding gene
SACM1L,current symbol,MGI:1933169,Sacm1l,SAC1 suppressor of actin mutations 1-like (yeast),protein coding gene
SAMD8,current symbol,MGI:1914880,Samd8,sterile alpha motif domain containing 8,protein coding gene
TMEM66,old symbol,MGI:1915137,Saraf,store-operated calcium entry-associated regulatory factor,protein coding gene
C6orf64,human synonym,MGI:1914759,Saysd1,SAYSVFN motif domain containing 1,protein coding gene
SCAMP1,current symbol,MGI:1349480,Scamp1,secretory carrier membrane protein 1,protein coding gene
SCAMP2,current symbol,MGI:1346518,Scamp2,secretory carrier membrane protein 2,protein coding gene
SCAMP3,current symbol,MGI:1346346,Scamp3,secretory carrier membrane protein 3,protein coding gene
SCAMP4,current symbol,MGI:1928947,Scamp4,secretory carrier membrane protein 4,protein coding gene
SCAMP5,current symbol,MGI:1928948,Scamp5,secretory carrier membrane protein 5,protein coding gene
SCARA3,current symbol,MGI:2444418,Scara3,"scavenger receptor class A, member 3",protein coding gene
SCARA5,current symbol,MGI:1918395,Scara5,"scavenger receptor class A, member 5",protein coding gene
SCARB1,current symbol,MGI:893578,Scarb1,"scavenger receptor class B, member 1",protein coding gene
SCARB2,current symbol,MGI:1196458,Scarb2,"scavenger receptor class B, member 2",protein coding gene
SCCPDH,current symbol,MGI:1924486,Sccpdh,saccharopine dehydrogenase (putative),protein coding gene
SCN10A,current symbol,MGI:108029,Scn10a,"sodium channel, voltage-gated, type X, alpha",protein coding gene
SCN11A,current symbol,MGI:1345149,Scn11a,"sodium channel, voltage-gated, type XI, alpha",protein coding gene
SCN1A,current symbol,MGI:98246,Scn1a,"sodium channel, voltage-gated, type I, alpha",protein coding gene
SCN1B,current symbol,MGI:98247,Scn1b,"sodium channel, voltage-gated, type I, beta",protein coding gene
SCN2A,current symbol,MGI:98248,Scn2a,"sodium channel, voltage-gated, type II, alpha",protein coding gene
SCN2B,current symbol,MGI:106921,Scn2b,"sodium channel, voltage-gated, type II, beta",protein coding gene
SCN1A,"frog, western clawed symbol",MGI:98249,Scn3a,"sodium channel, voltage-gated, type III, alpha",protein coding gene
SCN3B,current symbol,MGI:1918882,Scn3b,"sodium channel, voltage-gated, type III, beta",protein coding gene
SCN4A,current symbol,MGI:98250,Scn4a,"sodium channel, voltage-gated, type IV, alpha",protein coding gene
SCN4B,current symbol,MGI:2687406,Scn4b,"sodium channel, type IV, beta",protein coding gene
SCN5A,current symbol,MGI:98251,Scn5a,"sodium channel, voltage-gated, type V, alpha",protein coding gene
SCN7A,current symbol,MGI:102965,Scn7a,"sodium channel, voltage-gated, type VII, alpha",protein coding gene
SCN8A,current symbol,MGI:103169,Scn8a,"sodium channel, voltage-gated, type VIII, alpha",protein coding gene
SCN2A,rat synonym,MGI:107636,Scn9a,"sodium channel, voltage-gated, type IX, alpha",protein coding gene
SCNN1A,current symbol,MGI:101782,Scnn1a,"sodium channel, nonvoltage-gated 1 alpha",protein coding gene
SCNN1B,current symbol,MGI:104696,Scnn1b,"sodium channel, nonvoltage-gated 1 beta",protein coding gene
SCNN1G,current symbol,MGI:104695,Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",protein coding gene
SCTR,current symbol,MGI:2441720,Sctr,secretin receptor,protein coding gene
SDC1,current symbol,MGI:1349162,Sdc1,syndecan 1,protein coding gene
SDC2,current symbol,MGI:1349165,Sdc2,syndecan 2,protein coding gene
SDC3,current symbol,MGI:1349163,Sdc3,syndecan 3,protein coding gene
SDC4,current symbol,MGI:1349164,Sdc4,syndecan 4,protein coding gene
SDCBP,current symbol,MGI:1337026,Sdcbp,syndecan binding protein,protein coding gene
SDK1,current symbol,MGI:2444413,Sdk1,sidekick cell adhesion molecule 1,protein coding gene
SDK2,current symbol,MGI:2443847,Sdk2,sidekick cell adhesion molecule 2,protein coding gene
HSPC105,human synonym,MGI:1921282,Sdr42e1,"short chain dehydrogenase/reductase family 42E, member 1",protein coding gene
SEL1L,current symbol,MGI:1329016,Sel1l,sel-1 suppressor of lin-12-like (C. elegans),protein coding gene
SELE,current symbol,MGI:98278,Sele,"selectin, endothelial cell",protein coding gene
SELI,human synonym,MGI:107898,Selenoi,selenoprotein I,protein coding gene
SELP,synonym,MGI:894288,Selenop,selenoprotein P,protein coding gene
SELL,current symbol,MGI:98279,Sell,"selectin, lymphocyte",protein coding gene
